LocalDate,LocalTime,{[clx]CycleReport.Recipe.Name},{[clx]CycleReport.UserID_Start},{[clx]CycleReport.Recipe.ModifiedBy},{[clx]DBExchange.Batch[0]},{[clx]DBExchange.Batch[1]},{[clx]DBExchange.Batch[2]},{[clx]DBExchange.Batch[3]},{[clx]DBExchange.Batch[4]},{[clx]CycleStatus.CycleTimer.Hour},{[clx]CycleStatus.CycleTimer.Minute},{[clx]CycleStatus.CycleTimer.Second},{[clx]CycleStatus.PhaseTime.Hour},{[clx]CycleStatus.PhaseTime.Minute},{[clx]CycleStatus.PhaseTime.Second},{[clx]CycleStatus.CycleCounter},{[clx]CycleStatus.PhaseType},{[clx]CycleStatus.SubPhase},{[clx]AI_Data[0].Value},{[clx]AI_Data[1].Value},{[clx]AI_Data[2].Value},{[clx]AI_Data[3].Value},{[clx]AI_Data[7].Value},{[clx]DI_Data[0].10},{[clx]DI_Data[0].9},{[clx]DI_Data[0].8},{[clx]DI_Data[0].7},{::[clx]Program:MainProgram.SYSFLAG.Alarm_Phase},{::[clx]Program:MainProgram.SYSFLAG.Process_Stepped},{::[clx]Program:MainProgram.FLAG.Door_Seal_Interlock},{::[clx]Program:MainProgram.FLAG.Pressure_Interlock},{::[clx]Program:MainProgram.FLAG.Timeout},{::[clx]Program:MainProgram.FLAG.Vacuum_Timeout}
06/02/2014,11:06:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,0.00,9.00,0.00,0.00,9.00,16.00,2.00,4.00,14.99,104.13,14.99,18.28,15.06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:06:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,0.00,19.00,0.00,0.00,19.00,16.00,2.00,4.00,14.99,113.09,14.99,18.28,15.06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:06:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,0.00,29.00,0.00,0.00,4.00,16.00,4.00,2.00,14.99,121.13,14.99,18.28,15.06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:06:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,0.00,40.00,0.00,0.00,15.00,16.00,4.00,2.00,14.99,120.50,14.99,18.28,14.15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:07:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,0.00,50.00,0.00,0.00,25.00,16.00,4.00,2.00,14.99,120.36,14.99,18.28,12.16,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:07:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,1.00,0.00,0.00,0.00,35.00,16.00,4.00,2.00,14.99,119.73,14.99,18.28,10.44,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:07:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,1.00,10.00,0.00,0.00,45.00,16.00,4.00,2.00,14.99,120.50,14.99,18.28,9.53,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:07:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,1.00,20.00,0.00,0.00,55.00,16.00,4.00,2.00,14.99,119.87,14.99,18.28,7.08,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:07:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,1.00,30.00,0.00,1.00,5.00,16.00,4.00,2.00,14.99,120.36,14.99,18.28,5.81,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:07:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,1.00,40.00,0.00,1.00,15.00,16.00,4.00,2.00,14.99,120.02,14.99,18.28,3.82,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:08:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,1.00,50.00,0.00,1.00,25.00,16.00,4.00,3.00,14.99,120.31,14.99,18.28,2.28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:08:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,2.00,0.00,0.00,1.00,35.00,16.00,4.00,3.00,14.99,119.68,14.99,18.28,0.92,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:08:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,2.00,10.00,0.00,1.00,45.00,16.00,4.00,3.00,14.99,120.79,14.99,18.28,0.92,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:08:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,2.00,20.00,0.00,1.00,55.00,16.00,4.00,4.00,14.99,120.40,14.99,18.28,0.92,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:08:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,2.00,29.00,0.00,2.00,4.00,16.00,4.00,4.00,18.38,120.45,17.25,18.28,1.01,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:08:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,2.00,40.00,0.00,2.00,15.00,16.00,4.00,4.00,28.06,120.26,24.23,18.28,1.01,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:09:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,2.00,49.00,0.00,2.00,24.00,16.00,4.00,6.00,36.78,120.26,30.50,18.28,2.46,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:09:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,2.00,59.00,0.00,2.00,34.00,16.00,4.00,6.00,45.74,120.21,36.96,18.28,5.81,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:09:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,3.00,9.00,0.00,2.00,44.00,16.00,4.00,6.00,53.95,120.45,43.41,18.28,8.89,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:09:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,3.00,19.00,0.00,2.00,54.00,16.00,4.00,6.00,58.62,120.36,50.03,18.28,10.71,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:09:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,3.00,29.00,0.00,3.00,4.00,16.00,4.00,6.00,62.53,120.26,56.66,18.28,12.25,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:09:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,3.00,39.00,0.00,3.00,14.00,16.00,4.00,6.00,66.96,120.50,63.11,18.28,13.97,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:10:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,3.00,49.00,0.00,3.00,24.00,16.00,4.00,2.00,69.01,120.11,68.98,18.28,15.06,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:10:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,3.00,59.00,0.00,3.00,34.00,16.00,4.00,2.00,68.33,120.36,68.38,18.28,14.15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:10:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,4.00,9.00,0.00,3.00,44.00,16.00,4.00,2.00,67.05,120.26,67.10,18.28,12.43,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:10:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,4.00,20.00,0.00,3.00,55.00,16.00,4.00,2.00,65.69,120.45,65.71,18.28,10.62,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:10:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,4.00,30.00,0.00,4.00,5.00,16.00,4.00,2.00,65.01,120.07,65.11,18.28,9.71,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:10:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,4.00,40.00,0.00,4.00,15.00,16.00,4.00,2.00,63.18,120.31,63.23,18.28,7.26,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:11:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,4.00,50.00,0.00,4.00,25.00,16.00,4.00,2.00,62.10,120.21,62.20,18.28,5.81,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:11:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,5.00,0.00,0.00,4.00,35.00,16.00,4.00,2.00,60.74,120.16,60.85,18.28,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:11:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,5.00,10.00,0.00,4.00,45.00,16.00,4.00,3.00,59.52,120.40,59.55,18.28,2.37,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:11:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,5.00,19.00,0.00,4.00,54.00,16.00,4.00,3.00,57.96,120.45,57.96,18.28,0.92,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:11:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,5.00,30.00,0.00,5.00,5.00,16.00,4.00,3.00,55.18,120.21,55.25,18.28,0.92,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:11:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,5.00,39.00,0.00,5.00,14.00,16.00,4.00,4.00,52.87,120.31,52.92,18.28,0.92,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:12:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,5.00,50.00,0.00,5.00,25.00,16.00,4.00,4.00,55.19,120.45,53.91,18.28,1.01,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:12:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,5.00,59.00,0.00,5.00,34.00,16.00,4.00,4.00,63.67,120.21,60.01,18.28,1.01,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:12:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,6.00,9.00,0.00,5.00,44.00,16.00,4.00,6.00,72.87,120.70,66.64,18.28,2.28,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:12:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,6.00,19.00,0.00,5.00,54.00,16.00,4.00,6.00,81.83,120.94,73.09,18.28,5.63,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:12:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,6.00,29.00,0.00,6.00,4.00,16.00,4.00,6.00,90.53,120.26,79.72,18.28,8.89,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:12:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,6.00,39.00,0.00,6.00,14.00,16.00,4.00,6.00,94.96,120.50,86.17,18.28,10.62,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:13:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,6.00,49.00,0.00,6.00,24.00,16.00,4.00,6.00,99.13,120.74,92.62,18.28,12.25,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:13:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,6.00,59.00,0.00,6.00,34.00,16.00,4.00,6.00,101.37,120.36,99.25,18.28,13.97,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:13:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,7.00,9.00,0.00,6.00,44.00,16.00,4.00,2.00,102.40,120.26,102.35,18.28,15.99,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:13:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,7.00,19.00,0.00,6.00,54.00,16.00,4.00,2.00,101.11,120.50,101.15,18.28,15.32,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:13:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,7.00,29.00,0.00,7.00,4.00,16.00,4.00,2.00,99.28,120.40,99.34,18.28,13.35,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:13:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,7.00,39.00,0.00,7.00,14.00,16.00,4.00,2.00,98.06,120.65,98.12,18.28,11.72,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:14:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,7.00,49.00,0.00,7.00,24.00,16.00,4.00,2.00,96.84,120.26,96.84,18.28,10.09,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:14:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,7.00,59.00,0.00,7.00,34.00,16.00,4.00,2.00,95.61,120.50,95.74,18.28,8.46,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:14:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,8.00,9.00,0.00,7.00,44.00,16.00,4.00,2.00,94.26,120.40,94.36,18.28,6.65,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:14:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,8.00,19.00,0.00,7.00,54.00,16.00,4.00,2.00,93.65,120.36,93.76,18.28,5.83,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:14:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,8.00,29.00,0.00,8.00,4.00,16.00,4.00,2.00,91.88,120.70,91.88,18.28,3.48,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:14:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,8.00,39.00,0.00,8.00,14.00,16.00,4.00,3.00,90.60,119.92,90.61,18.28,1.75,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:15:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,8.00,49.00,0.00,8.00,24.00,16.00,4.00,3.00,89.38,120.84,89.40,18.28,0.94,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:15:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,8.00,59.00,0.00,8.00,34.00,16.00,4.00,3.00,86.73,120.40,86.77,18.28,0.94,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:15:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,9.00,9.00,0.00,8.00,44.00,16.00,4.00,4.00,84.29,120.70,84.29,18.28,0.94,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:15:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,9.00,20.00,0.00,8.00,55.00,16.00,4.00,4.00,91.57,120.26,89.15,18.28,1.03,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:15:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,9.00,29.00,0.00,9.00,4.00,16.00,4.00,4.00,100.14,120.84,95.43,18.28,1.03,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:15:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,9.00,39.00,0.00,9.00,14.00,16.00,4.00,6.00,103.53,120.31,101.53,18.28,3.57,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:16:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,9.00,49.00,0.00,9.00,24.00,16.00,4.00,6.00,104.59,120.74,104.59,18.28,7.10,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:16:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,9.00,59.00,0.00,9.00,34.00,16.00,4.00,6.00,104.50,120.31,104.63,18.28,9.73,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:16:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,10.00,9.00,0.00,9.00,44.00,16.00,4.00,6.00,104.52,120.84,104.50,18.28,11.45,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:16:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,10.00,19.00,0.00,9.00,54.00,16.00,4.00,6.00,104.52,120.45,104.58,18.28,13.08,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:16:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,10.00,29.00,0.00,10.00,4.00,16.00,4.00,6.00,104.54,120.70,104.52,18.28,14.80,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:16:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,10.00,39.00,0.00,0.00,8.00,16.00,11.00,1.00,104.28,120.26,104.42,18.28,17.09,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:17:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,10.00,49.00,0.00,0.00,18.00,16.00,11.00,1.00,103.94,120.55,103.88,18.28,16.88,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:17:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,10.00,59.00,0.00,0.00,28.00,16.00,11.00,1.00,107.12,120.50,107.06,18.28,18.75,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:17:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,11.00,9.00,0.00,0.00,38.00,16.00,11.00,1.00,109.85,120.70,109.98,18.28,20.67,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:17:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,11.00,19.00,0.00,0.00,48.00,16.00,11.00,1.00,112.28,120.31,112.31,18.28,22.42,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:17:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,11.00,29.00,0.00,0.00,58.00,16.00,11.00,1.00,114.41,120.60,114.38,18.28,24.04,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:17:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,11.00,39.00,0.00,1.00,8.00,16.00,11.00,2.00,116.53,120.55,116.53,18.28,25.76,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:18:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,11.00,49.00,0.00,1.00,18.00,16.00,11.00,2.00,116.65,120.84,116.67,18.28,25.86,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:18:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,11.00,59.00,0.00,1.00,28.00,16.00,11.00,2.00,117.35,120.40,117.25,18.28,26.33,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:18:22,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,12.00,10.00,0.00,1.00,39.00,16.00,11.00,2.00,117.90,120.50,118.00,18.28,26.92,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:18:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,12.00,19.00,0.00,1.00,48.00,16.00,11.00,2.00,118.32,120.50,118.31,18.28,27.16,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:18:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,12.00,29.00,0.00,1.00,58.00,16.00,11.00,2.00,118.73,120.70,118.80,18.28,27.65,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:18:52,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,12.00,40.00,0.00,2.00,9.00,16.00,11.00,2.00,119.13,120.26,119.20,18.28,28.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:19:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,12.00,50.00,0.00,2.00,19.00,16.00,11.00,2.00,119.55,120.55,119.59,18.28,28.38,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:19:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,13.00,0.00,0.00,2.00,29.00,16.00,11.00,2.00,119.97,120.79,119.82,18.28,28.62,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:19:21,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,13.00,10.00,0.00,2.00,39.00,16.00,11.00,2.00,120.38,120.40,120.39,18.28,29.13,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:19:31,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,13.00,20.00,0.00,2.00,49.00,16.00,11.00,2.00,120.79,120.65,120.87,18.28,29.52,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:19:41,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,13.00,30.00,0.00,2.00,59.00,16.00,11.00,2.00,121.20,120.26,121.10,18.28,29.76,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:19:51,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,13.00,39.00,0.00,3.00,8.00,16.00,13.00,2.00,121.63,120.55,121.57,18.28,30.16,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:20:01,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,13.00,49.00,0.00,0.00,10.00,16.00,13.00,2.00,121.89,120.79,121.80,18.28,30.40,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06/02/2014,11:20:11,Maintenance Function Test,DEFAULT,No user,,,,,,0.00,13.00,59.00,0.00,0.00,20.00,16.00,13.00,2.00,122.30,120.45,122.19,18.28,30.80,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
